scenario,architecture,nominal_reviewers,effective_reviewers,mean_reviewer_utilization,p95_reviewer_utilization,mean_p95_review_wait_minutes,p95_review_wait_minutes,mean_reviews_completed_after_day,capacity_guardrails_passed,current_nominal_reviewers,recommended_nominal_reviewers,is_recommended,capacity_status
black_friday,specialist_mesh,10,10,0.4790015972222223,0.5183742708333334,0.0,0.0,63.5,True,1,7,False,ready
black_friday,specialist_mesh,11,11,0.43545599747474756,0.4712493371212122,0.0,0.0,63.5,True,1,7,False,ready
black_friday,specialist_mesh,12,12,0.3991679976851852,0.4319785590277779,0.0,0.0,63.5,True,1,7,False,ready
black_friday,manager_mesh,1,1,6.127887152777778,6.5332036458333365,2103.515925,2225.942962500002,289.5,False,2,8,False,ready
black_friday,manager_mesh,2,2,3.063943576388889,3.2666018229166682,709.8713250000001,739.6982375000003,234.83333333333334,False,2,8,False,ready
black_friday,manager_mesh,3,3,2.042629050925926,2.177734548611112,245.43495833333324,260.61009999999993,181.83333333333334,False,2,8,False,ready
black_friday,manager_mesh,4,4,1.5319717881944446,1.6333009114583341,27.481316666666658,38.59449999999991,129.83333333333334,False,2,8,False,ready
black_friday,manager_mesh,5,5,1.2255774305555556,1.3066407291666673,2.297150000000001,2.750087500000001,121.83333333333333,False,2,8,False,ready
black_friday,manager_mesh,6,6,1.021314525462963,1.088867274305556,0.12013333333332547,0.32632499999997316,121.83333333333333,False,2,8,False,ready
black_friday,manager_mesh,7,7,0.8754124503968254,0.9333148065476194,0.0,0.0,121.83333333333333,False,2,8,False,ready
black_friday,manager_mesh,8,8,0.7659858940972223,0.8166504557291671,0.0,0.0,121.83333333333333,True,2,8,True,ready
black_friday,manager_mesh,9,9,0.680876350308642,0.725911516203704,0.0,0.0,121.83333333333333,True,2,8,False,ready
black_friday,manager_mesh,10,10,0.6127887152777778,0.6533203645833336,0.0,0.0,121.83333333333333,True,2,8,False,ready
black_friday,manager_mesh,11,11,0.5570806502525253,0.593927604166667,0.0,0.0,121.83333333333333,True,2,8,False,ready
black_friday,manager_mesh,12,12,0.5106572627314815,0.544433637152778,0.0,0.0,121.83333333333333,True,2,8,False,ready
black_friday,tiered_hybrid,1,1,5.65651215277778,6.030651041666668,2111.660666666667,2275.3719250000013,284.6666666666667,False,2,8,False,ready
black_friday,tiered_hybrid,2,2,2.82825607638889,3.015325520833334,824.5437499999998,903.735825,225.66666666666666,False,2,8,False,ready
black_friday,tiered_hybrid,3,3,1.8855040509259267,2.0102170138888895,396.70225833333325,448.07458749999995,167.0,False,2,8,False,ready
black_friday,tiered_hybrid,4,4,1.414128038194445,1.507662760416667,184.50648333333322,227.22980000000007,108.16666666666667,False,2,8,False,ready
black_friday,tiered_hybrid,5,5,1.1313024305555557,1.2061302083333336,61.05099166666662,96.69896250000008,51.833333333333336,False,2,8,False,ready
